filename, language, Dockerfile, Paradox, Markdown, Ignore, Gemfile, Ruby, YAML, HTML, Properties, XML, JavaScript, ERB, CSS, CoffeeScript, JSON, Log, comment, blank, total
xulung_app/app/models/user.rb, Ruby, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 12, 79
xulung_app/app/models/video.rb, Ruby, 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 27, 135
xulung_app/app/models/vote.rb, Ruby, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
xulung_app/app/uploaders/avatar_uploader.rb, Ruby, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 5, 35
xulung_app/app/uploaders/dashang_uploader.rb, Ruby, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 25
xulung_app/app/uploaders/photo_uploader.rb, Ruby, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 6, 33
xulung_app/app/uploaders/postimg_uploader.rb, Ruby, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 27
xulung_app/app/uploaders/still_uploader.rb, Ruby, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 16, 80
xulung_app/app/views/admin/_allusers.html.erb, ERB, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 3, 64
xulung_app/app/views/admin/_course.html.erb, ERB, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 11, 58
xulung_app/app/views/admin/_newinvite.html.erb, ERB, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 5, 30
xulung_app/app/views/admin/_pages.html.erb, ERB, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 9, 94
xulung_app/app/views/admin/_posts.html.erb, ERB, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 117, 0, 0, 0, 0, 0, 11, 128
xulung_app/app/views/admin/index.html.erb, ERB, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 3, 57
xulung_app/app/views/comments/_comment.html.erb, ERB, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 2, 14
xulung_app/app/views/comments/_comment_form.html.erb, ERB, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 8, 37
